Nº,Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
28,7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,25514.0838285499,2021-06-01
29,7-SLL-2-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,25221.461094204,2021-06-01
30,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,24693.9812866777,2021-06-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,55419.1732168035,2021-07-01
2,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,52110.2615914871,2021-07-01
3,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,51451.1489848,2021-07-01
4,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,46187.9120632113,2021-07-01
5,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,45364.2370960597,2021-07-01
6,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,45309.0444191039,2021-07-01
7,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,40886.2462285964,2021-07-01
8,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,39212.71972825,2021-07-01
9,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,36520.2882394706,2021-07-01
10,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,36185.8431914494,2021-07-01
11,7-LL-27-RJS,Tupi,Santos,Mar,NA,32820.0133061803,2021-07-01
12,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,32380.1441684055,2021-07-01
13,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,32078.0023123795,2021-07-01
14,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,32068.1590072639,2021-07-01
15,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,31663.3936846036,2021-07-01
16,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,29904.1979978684,2021-07-01
17,8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,28139.4385156407,2021-07-01
18,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,27863.1321312906,2021-07-01
19,7-SRR-2-RJS,Sururu,Santos,Mar,NA,27537.1736520203,2021-07-01
20,9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,27380.7168053562,2021-07-01
21,7-BUZ-36DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,27127.0143627955,2021-07-01
22,9-LL-20D-RJS,Tupi,Santos,Mar,NA,27069.205733571,2021-07-01
23,7-LL-84D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,26708.3330769577,2021-07-01
24,7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,26374.4216787356,2021-07-01
25,7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,26334.1863687989,2021-07-01
26,7-SLL-2-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,25894.7045433211,2021-07-01
27,7-LL-103D-RJS,Tupi,Santos,Mar,NA,24956.6020028184,2021-07-01
28,7-LL-115-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,24845.722115639,2021-07-01
29,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,24563.907454529,2021-07-01
30,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,24518.0302722681,2021-07-01
1,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,51843.3048412974,2021-08-01
2,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,51535.7100020284,2021-08-01
3,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,50860.2730334803,2021-08-01
4,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,49473.9825153948,2021-08-01
5,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,49009.8653484816,2021-08-01
6,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,48203.5065934748,2021-08-01
7,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,46651.2563950829,2021-08-01
8,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,38671.9880089036,2021-08-01
9,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,32337.1717380829,2021-08-01
10,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,31085.2477953942,2021-08-01
11,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31077.3501395246,2021-08-01
12,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,30593.3527518837,2021-08-01
13,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,30058.3880233852,2021-08-01
14,7-BUZ-36DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,29927.0462399361,2021-08-01
15,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,29542.9753863715,2021-08-01
16,9-LL-20D-RJS,Tupi,Santos,Mar,NA,28702.1682347419,2021-08-01
17,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,28231.7537506361,2021-08-01
18,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,27882.2120974631,2021-08-01
19,7-SRR-2-RJS,Sururu,Santos,Mar,NA,27382.124970048,2021-08-01
20,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,27286.5213067332,2021-08-01
21,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,27088.8309552565,2021-08-01
22,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26771.9741840971,2021-08-01
23,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26414.5636539787,2021-08-01
24,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26232.6083680061,2021-08-01
25,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26135.5359123181,2021-08-01
26,7-LL-51-RJS,Tupi,Santos,Mar,NA,26073.5835927871,2021-08-01
27,7-LL-103D-RJS,Tupi,Santos,Mar,NA,25886.03383531,2021-08-01
28,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25757.4128349727,2021-08-01
29,7-LL-27-RJS,Tupi,Santos,Mar,NA,25387.9176076845,2021-08-01
30,7-LL-115-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,24747.632315647,2021-08-01
1,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,55123.7590660647,2021-09-01
2,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,52073.3973554032,2021-09-01
3,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,50629.8833354558,2021-09-01
4,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,49697.3821782149,2021-09-01
5,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,48072.5741488992,2021-09-01
6,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,47178.5574394459,2021-09-01
7,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45727.0336965962,2021-09-01
8,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45460.8113872305,2021-09-01
9,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45067.0896245727,2021-09-01
10,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,41590.9894479974,2021-09-01
11,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,38333.3177906863,2021-09-01
12,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,31791.6573575208,2021-09-01
13,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31632.3789935296,2021-09-01
14,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,30880.8325062143,2021-09-01
15,7-LL-27-RJS,Tupi,Santos,Mar,NA,30182.9932241903,2021-09-01
16,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30147.7117049,2021-09-01
17,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,29963.1777577924,2021-09-01
18,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,27729.1093123388,2021-09-01
19,7-SRR-2-RJS,Sururu,Santos,Mar,NA,27710.0646566186,2021-09-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,26972.0976342737,2021-09-01
21,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26590.1744188168,2021-09-01
22,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26247.3401480138,2021-09-01
23,7-BUZ-36DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,26178.4312372126,2021-09-01
24,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26077.306439549,2021-09-01
25,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26024.5848558709,2021-09-01
26,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25942.8080987197,2021-09-01
27,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,25753.2263505574,2021-09-01
28,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25556.7252977272,2021-09-01
29,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25293.08263233,2021-09-01
30,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25178.8773067776,2021-09-01
1,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,50281.8921407375,2021-10-01
2,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,49779.4169652176,2021-10-01
3,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,49648.5117108143,2021-10-01
4,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,47671.3257835776,2021-10-01
5,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45068.8449832596,2021-10-01
6,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,43681.6014067863,2021-10-01
7,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,40436.0537859573,2021-10-01
8,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,39349.6371989903,2021-10-01
9,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,38995.8577315476,2021-10-01
10,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,38405.7276441584,2021-10-01
11,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36865.0372785815,2021-10-01
12,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,29945.2541909081,2021-10-01
13,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,29930.9420407147,2021-10-01
14,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29792.5541990617,2021-10-01
15,7-SRR-2-RJS,Sururu,Santos,Mar,NA,28678.9468344787,2021-10-01
16,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,27719.5732562582,2021-10-01
17,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,27519.1449728071,2021-10-01
18,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26510.3268147012,2021-10-01
19,7-LL-103D-RJS,Tupi,Santos,Mar,NA,26231.3657085052,2021-10-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,25969.4992082158,2021-10-01
21,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25745.3146654357,2021-10-01
22,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25671.8811560043,2021-10-01
23,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25608.6334703935,2021-10-01
24,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25593.0383856254,2021-10-01
25,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25347.3693249181,2021-10-01
26,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,24979.839521227,2021-10-01
27,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,24701.7854989656,2021-10-01
28,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,23997.6323237326,2021-10-01
29,7-LL-113D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,23019.9288310664,2021-10-01
30,7-LL-28D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,22878.1058076529,2021-10-01
1,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,53479.442255949,2021-12-01
2,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,49228.3951451167,2021-12-01
3,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,48047.1835107796,2021-12-01
4,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,46934.7091824251,2021-12-01
5,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44725.1139580131,2021-12-01
6,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44661.6901354036,2021-12-01
7,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44069.2085295029,2021-12-01
8,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,39674.377873654,2021-12-01
9,9-BRSA-1191-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36350.413935622,2021-12-01
10,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,35237.1254948405,2021-12-01
11,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34061.2946184669,2021-12-01
12,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,33633.3745228919,2021-12-01
13,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,32491.0872296249,2021-12-01
14,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,32360.5310454739,2021-12-01
15,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,31043.8810926955,2021-12-01
16,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29632.2419606048,2021-12-01
17,3-BRSA-1322-RJS,Mero,Santos,Mar,NA,29316.4857134432,2021-12-01
18,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,28604.0412782047,2021-12-01
19,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,28086.2516408332,2021-12-01
20,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,27705.1355087039,2021-12-01
21,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,27666.9175173548,2021-12-01
22,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26167.1322757552,2021-12-01
23,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26166.265280229,2021-12-01
24,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26007.0649117755,2021-12-01
25,7-BUZ-29D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25962.7148142237,2021-12-01
26,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25745.2911415463,2021-12-01
27,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25709.7228645427,2021-12-01
28,7-LL-103D-RJS,Tupi,Santos,Mar,NA,25689.6629236535,2021-12-01
29,7-LL-27-RJS,Tupi,Santos,Mar,NA,25621.5227742613,2021-12-01
30,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25252.93070282,2021-12-01
1,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,52691.9832765701,2021-11-01
2,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,51800.8804222362,2021-11-01
3,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,50238.7986720842,2021-11-01
4,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,46700.3577523458,2021-11-01
5,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,46454.3778693152,2021-11-01
6,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44118.6212835585,2021-11-01
7,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,43586.8461626865,2021-11-01
8,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,42978.8523801,2021-11-01
9,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,41936.7560198359,2021-11-01
10,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,41920.6091068386,2021-11-01
11,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,39360.0277745223,2021-11-01
12,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,39219.1716895518,2021-11-01
13,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,30833.0756855194,2021-11-01
14,9-BRSA-1191-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,30290.7819791052,2021-11-01
15,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,28837.9520712483,2021-11-01
16,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,28799.802763407,2021-11-01
17,7-SRR-2-RJS,Sururu,Santos,Mar,NA,28171.9434357073,2021-11-01
18,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,27403.8128810199,2021-11-01
19,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26613.6584706569,2021-11-01
20,7-LL-83D-RJS,Tupi,Santos,Mar,NA,26255.6301993613,2021-11-01
21,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,26165.2474369334,2021-11-01
22,7-LL-103D-RJS,Tupi,Santos,Mar,NA,26018.8295455383,2021-11-01
23,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25945.4978332326,2021-11-01
24,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25712.8721477239,2021-11-01
25,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25561.0298382241,2021-11-01
26,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25537.8082287063,2021-11-01
27,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,25529.3180775366,2021-11-01
28,7-LL-27-RJS,Tupi,Santos,Mar,NA,25417.114662228,2021-11-01
29,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,25226.7975178669,2021-11-01
30,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,24713.805344204,2021-11-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,51510.49334215,2021-02-01
2,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,50647.3343818517,2021-02-01
3,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,45696.8363358586,2021-02-01
4,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,44667.9274263596,2021-02-01
5,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,42389.5607892529,2021-02-01
6,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,40661.7704241354,2021-02-01
7,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,39944.3668258832,2021-02-01
8,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,35585.9274877342,2021-02-01
9,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,35426.4329185629,2021-02-01
10,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,33111.1388069461,2021-02-01
11,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,31929.9834739446,2021-02-01
12,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,29822.9955145439,2021-02-01
13,7-SRR-2-RJS,Sururu,Santos,Mar,NA,28869.8974311362,2021-02-01
14,9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,NA,28436.4437403596,2021-02-01
15,9-LL-20D-RJS,Tupi,Santos,Mar,NA,28305.5262872032,2021-02-01
16,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,28182.0078969675,2021-02-01
17,7-SLL-5-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,27394.4682447851,2021-02-01
18,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,27281.1799609511,2021-02-01
19,7-SLL-2-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,27099.9438548249,2021-02-01
20,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,27096.2519093246,2021-02-01
21,7-LL-103D-RJS,Tupi,Santos,Mar,NA,26886.4287897182,2021-02-01
22,7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,26637.73179368,2021-02-01
23,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,26273.6892023186,2021-02-01
24,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,25472.7205115129,2021-02-01
25,7-LL-36A-RJS,Tupi,Santos,Mar,NA,24876.9119941629,2021-02-01
26,7-LL-113D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,24755.502296425,2021-02-01
27,7-LL-91-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,24004.5115777696,2021-02-01
28,7-LL-27-RJS,Tupi,Santos,Mar,NA,23941.3101696532,2021-02-01
29,7-SPH-7D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,23248.6834673293,2021-02-01
30,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,23242.195308171,2021-02-01
1,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,52962.9048183,2022-04-01
2,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,52822.6812617823,2022-04-01
3,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,49891.5996106943,2022-04-01
4,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,47356.4076164007,2022-04-01
5,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,47283.1034450763,2022-04-01
6,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,47109.254773959,2022-04-01
7,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,46498.0653401853,2022-04-01
8,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,46110.93675974,2022-04-01
9,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45401.5998727643,2022-04-01
10,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,41271.528641595,2022-04-01
11,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,40417.292563008,2022-04-01
12,7-SEP-6-RJS,Sépia/Sépia Leste,Santos,Mar,NA,35539.462511497,2022-04-01
13,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31701.8772993633,2022-04-01
14,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31644.1022496083,2022-04-01
15,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,31358.5876463163,2022-04-01
16,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,30599.501087825,2022-04-01
